,Model prediction,Ground truth,Array ID
821,12,10,Train_fc_821.npy
822,15,11,Train_fc_822.npy
823,16,15,Train_fc_823.npy
824,16,15,Train_fc_824.npy
825,16,16,Train_fc_825.npy
826,13,14,Train_fc_826.npy
827,15,16,Train_fc_827.npy
828,16,15,Train_fc_828.npy
829,16,15,Train_fc_829.npy
830,13,13,Train_fc_830.npy
831,3,3,Train_fc_831.npy
832,12,12,Train_fc_832.npy
833,15,16,Train_fc_833.npy
834,13,13,Train_fc_834.npy
835,13,12,Train_fc_835.npy
836,13,14,Train_fc_836.npy
837,8,10,Train_fc_837.npy
838,15,12,Train_fc_838.npy
839,13,14,Train_fc_839.npy
840,11,12,Train_fc_840.npy
841,9,7,Train_fc_841.npy
842,11,10,Train_fc_842.npy
843,7,5,Train_fc_843.npy
844,9,11,Train_fc_844.npy
845,6,6,Train_fc_845.npy
846,16,19,Train_fc_846.npy
847,13,11,Train_fc_847.npy
848,6,8,Train_fc_848.npy
849,11,11,Train_fc_849.npy
850,9,11,Train_fc_850.npy
851,13,12,Train_fc_851.npy
852,6,9,Train_fc_852.npy
853,9,7,Train_fc_853.npy
854,3,3,Train_fc_854.npy
855,9,8,Train_fc_855.npy
856,2,1,Train_fc_856.npy
857,0,0,Train_fc_857.npy
858,6,7,Train_fc_858.npy
859,13,16,Train_fc_859.npy
860,3,3,Train_fc_860.npy
861,7,9,Train_fc_861.npy
862,12,13,Train_fc_862.npy
863,1,1,Train_fc_863.npy
864,11,10,Train_fc_864.npy
865,2,2,Train_fc_865.npy
866,2,3,Train_fc_866.npy
867,9,5,Train_fc_867.npy
868,5,6,Train_fc_868.npy
869,7,6,Train_fc_869.npy
870,9,13,Train_fc_870.npy
871,11,12,Train_fc_871.npy
872,9,9,Train_fc_872.npy
873,6,7,Train_fc_873.npy
874,13,13,Train_fc_874.npy
875,15,15,Train_fc_875.npy
876,8,8,Train_fc_876.npy
877,13,12,Train_fc_877.npy
878,9,12,Train_fc_878.npy
879,3,1,Train_fc_879.npy
880,3,3,Train_fc_880.npy
881,13,14,Train_fc_881.npy
882,11,11,Train_fc_882.npy
883,2,3,Train_fc_883.npy
884,10,9,Train_fc_884.npy
885,15,16,Train_fc_885.npy
886,6,5,Train_fc_886.npy
887,3,2,Train_fc_887.npy
888,2,2,Train_fc_888.npy
889,9,12,Train_fc_889.npy
890,7,8,Train_fc_890.npy
891,13,12,Train_fc_891.npy
892,3,3,Train_fc_892.npy
893,9,9,Train_fc_893.npy
894,9,10,Train_fc_894.npy
895,15,14,Train_fc_895.npy
896,11,12,Train_fc_896.npy
897,13,10,Train_fc_897.npy
898,13,15,Train_fc_898.npy
899,12,12,Train_fc_899.npy
900,7,9,Train_fc_900.npy
901,10,11,Train_fc_901.npy
902,9,10,Train_fc_902.npy
903,15,8,Train_fc_903.npy
904,10,10,Train_fc_904.npy
905,9,9,Train_fc_905.npy
906,6,6,Train_fc_906.npy
907,15,17,Train_fc_907.npy
908,13,12,Train_fc_908.npy
909,13,10,Train_fc_909.npy
910,11,10,Train_fc_910.npy
911,8,6,Train_fc_911.npy
912,7,5,Train_fc_912.npy
913,5,9,Train_fc_913.npy
914,13,11,Train_fc_914.npy
915,8,9,Train_fc_915.npy
916,13,13,Train_fc_916.npy
917,13,19,Train_fc_917.npy
918,5,7,Train_fc_918.npy
919,15,17,Train_fc_919.npy
920,7,7,Train_fc_920.npy
921,5,4,Train_fc_921.npy
922,9,9,Train_fc_922.npy
923,12,12,Train_fc_923.npy
924,15,12,Train_fc_924.npy
925,19,20,Train_fc_925.npy
926,6,5,Train_fc_926.npy
927,5,3,Train_fc_927.npy
928,7,9,Train_fc_928.npy
929,9,7,Train_fc_929.npy
930,9,8,Train_fc_930.npy
931,6,10,Train_fc_931.npy
932,6,7,Train_fc_932.npy
933,13,12,Train_fc_933.npy
934,13,14,Train_fc_934.npy
935,15,15,Train_fc_935.npy
936,9,9,Train_fc_936.npy
937,11,9,Train_fc_937.npy
938,11,11,Train_fc_938.npy
939,16,15,Train_fc_939.npy
940,7,6,Train_fc_940.npy
941,5,6,Train_fc_941.npy
942,12,10,Train_fc_942.npy
943,13,14,Train_fc_943.npy
944,16,17,Train_fc_944.npy
945,7,10,Train_fc_945.npy
946,9,9,Train_fc_946.npy
947,12,10,Train_fc_947.npy
948,15,15,Train_fc_948.npy
949,11,14,Train_fc_949.npy
950,11,7,Train_fc_950.npy
951,9,10,Train_fc_951.npy
952,18,18,Train_fc_952.npy
953,6,7,Train_fc_953.npy
954,9,8,Train_fc_954.npy
955,11,12,Train_fc_955.npy
956,13,13,Train_fc_956.npy
957,1,1,Train_fc_957.npy
958,8,13,Train_fc_958.npy
959,13,9,Train_fc_959.npy
960,8,11,Train_fc_960.npy
961,11,10,Train_fc_961.npy
962,2,1,Train_fc_962.npy
963,13,13,Train_fc_963.npy
964,13,15,Train_fc_964.npy
965,3,2,Train_fc_965.npy
966,5,4,Train_fc_966.npy
967,9,12,Train_fc_967.npy
968,12,11,Train_fc_968.npy
969,16,20,Train_fc_969.npy
970,15,12,Train_fc_970.npy
971,13,13,Train_fc_971.npy
972,13,10,Train_fc_972.npy
973,8,6,Train_fc_973.npy
974,13,11,Train_fc_974.npy
975,12,11,Train_fc_975.npy
976,5,4,Train_fc_976.npy
977,9,10,Train_fc_977.npy
978,16,16,Train_fc_978.npy
979,13,17,Train_fc_979.npy
980,9,8,Train_fc_980.npy
981,3,5,Train_fc_981.npy
982,9,8,Train_fc_982.npy
983,9,10,Train_fc_983.npy
984,9,10,Train_fc_984.npy
985,9,12,Train_fc_985.npy
986,12,11,Train_fc_986.npy
987,16,20,Train_fc_987.npy
988,9,10,Train_fc_988.npy
989,12,10,Train_fc_989.npy
990,15,11,Train_fc_990.npy
991,15,12,Train_fc_991.npy
992,3,4,Train_fc_992.npy
993,12,13,Train_fc_993.npy
994,13,14,Train_fc_994.npy
995,13,15,Train_fc_995.npy
996,19,19,Train_fc_996.npy
997,11,9,Train_fc_997.npy
998,13,12,Train_fc_998.npy
999,13,10,Train_fc_999.npy
1000,6,5,Train_fc_1000.npy
1001,15,16,Train_fc_1001.npy
1002,6,5,Train_fc_1002.npy
1003,13,13,Train_fc_1003.npy
1004,12,13,Train_fc_1004.npy
1005,9,9,Train_fc_1005.npy
1006,12,11,Train_fc_1006.npy
1007,13,11,Train_fc_1007.npy
1008,5,5,Train_fc_1008.npy
1009,13,10,Train_fc_1009.npy
1010,9,5,Train_fc_1010.npy
1011,6,5,Train_fc_1011.npy
1012,16,17,Train_fc_1012.npy
1013,13,13,Train_fc_1013.npy
1014,14,14,Train_fc_1014.npy
1015,5,2,Train_fc_1015.npy
1016,10,9,Train_fc_1016.npy
1017,9,9,Train_fc_1017.npy
1018,12,13,Train_fc_1018.npy
1019,0,0,Train_fc_1019.npy
1020,15,15,Train_fc_1020.npy
1021,12,12,Train_fc_1021.npy
1022,13,15,Train_fc_1022.npy
1023,15,13,Train_fc_1023.npy
1024,13,13,Train_fc_1024.npy
1025,6,8,Train_fc_1025.npy
1026,10,10,Train_fc_1026.npy
1027,7,5,Train_fc_1027.npy
1028,10,11,Train_fc_1028.npy
1029,13,15,Train_fc_1029.npy
1030,6,5,Train_fc_1030.npy
1031,15,13,Train_fc_1031.npy
1032,13,14,Train_fc_1032.npy
1033,13,13,Train_fc_1033.npy
1034,2,1,Train_fc_1034.npy
1035,9,8,Train_fc_1035.npy
1036,6,9,Train_fc_1036.npy
1037,2,2,Train_fc_1037.npy
1038,11,13,Train_fc_1038.npy
1039,13,12,Train_fc_1039.npy
1040,13,15,Train_fc_1040.npy
1041,13,11,Train_fc_1041.npy
1042,5,3,Train_fc_1042.npy
1043,7,7,Train_fc_1043.npy
1044,7,5,Train_fc_1044.npy
1045,13,12,Train_fc_1045.npy
1046,9,9,Train_fc_1046.npy
1047,11,12,Train_fc_1047.npy
1048,13,14,Train_fc_1048.npy
1049,6,8,Train_fc_1049.npy
1050,13,12,Train_fc_1050.npy
1051,11,11,Train_fc_1051.npy
1052,12,15,Train_fc_1052.npy
1053,3,2,Train_fc_1053.npy
1054,8,10,Train_fc_1054.npy
1055,9,7,Train_fc_1055.npy
1056,8,8,Train_fc_1056.npy
1057,15,16,Train_fc_1057.npy
1058,2,2,Train_fc_1058.npy
1059,9,9,Train_fc_1059.npy
1060,15,18,Train_fc_1060.npy
1061,13,15,Train_fc_1061.npy
1062,9,8,Train_fc_1062.npy
1063,13,13,Train_fc_1063.npy
1064,13,16,Train_fc_1064.npy
1065,9,10,Train_fc_1065.npy
1066,5,5,Train_fc_1066.npy
1067,8,9,Train_fc_1067.npy
1068,6,7,Train_fc_1068.npy
1069,8,7,Train_fc_1069.npy
1070,16,17,Train_fc_1070.npy
1071,13,14,Train_fc_1071.npy
1072,9,9,Train_fc_1072.npy
1073,11,11,Train_fc_1073.npy
1074,15,15,Train_fc_1074.npy
1075,11,7,Train_fc_1075.npy
1076,12,14,Train_fc_1076.npy
1077,13,14,Train_fc_1077.npy
1078,7,8,Train_fc_1078.npy
1079,7,8,Train_fc_1079.npy
1080,7,9,Train_fc_1080.npy
1081,9,8,Train_fc_1081.npy
1082,7,7,Train_fc_1082.npy
1083,13,13,Train_fc_1083.npy
1084,12,12,Train_fc_1084.npy
1085,7,9,Train_fc_1085.npy
1086,2,2,Train_fc_1086.npy
1087,6,5,Train_fc_1087.npy
1088,1,2,Train_fc_1088.npy
1089,3,4,Train_fc_1089.npy
1090,12,13,Train_fc_1090.npy
1091,12,14,Train_fc_1091.npy
1092,9,8,Train_fc_1092.npy
1093,11,12,Train_fc_1093.npy
1094,11,13,Train_fc_1094.npy
1095,11,15,Train_fc_1095.npy
1096,15,11,Train_fc_1096.npy
1097,2,1,Train_fc_1097.npy
1098,16,18,Train_fc_1098.npy
1099,9,11,Train_fc_1099.npy
1100,12,11,Train_fc_1100.npy
1101,5,7,Train_fc_1101.npy
1102,3,4,Train_fc_1102.npy
1103,13,11,Train_fc_1103.npy
1104,15,12,Train_fc_1104.npy
1105,13,16,Train_fc_1105.npy
1106,13,15,Train_fc_1106.npy
1107,2,1,Train_fc_1107.npy
1108,2,2,Train_fc_1108.npy
1109,13,13,Train_fc_1109.npy
1110,13,16,Train_fc_1110.npy
1111,13,13,Train_fc_1111.npy
1112,9,8,Train_fc_1112.npy
1113,9,8,Train_fc_1113.npy
1114,6,6,Train_fc_1114.npy
1115,10,10,Train_fc_1115.npy
1116,15,19,Train_fc_1116.npy
1117,8,11,Train_fc_1117.npy
1118,5,5,Train_fc_1118.npy
1119,9,8,Train_fc_1119.npy
1120,13,15,Train_fc_1120.npy
1121,9,12,Train_fc_1121.npy
1122,9,9,Train_fc_1122.npy
1123,15,11,Train_fc_1123.npy
1124,11,11,Train_fc_1124.npy
1125,11,9,Train_fc_1125.npy
1126,13,13,Train_fc_1126.npy
1127,8,11,Train_fc_1127.npy
1128,5,6,Train_fc_1128.npy
1129,13,18,Train_fc_1129.npy
1130,15,11,Train_fc_1130.npy
1131,15,13,Train_fc_1131.npy
1132,11,10,Train_fc_1132.npy
1133,2,2,Train_fc_1133.npy
1134,1,1,Train_fc_1134.npy
1135,13,15,Train_fc_1135.npy
1136,13,13,Train_fc_1136.npy
1137,11,9,Train_fc_1137.npy
1138,10,9,Train_fc_1138.npy
1139,9,6,Train_fc_1139.npy
1140,9,8,Train_fc_1140.npy
1141,7,7,Train_fc_1141.npy
1142,9,7,Train_fc_1142.npy
1143,15,12,Train_fc_1143.npy
1144,6,7,Train_fc_1144.npy
1145,13,13,Train_fc_1145.npy
1146,10,10,Train_fc_1146.npy
1147,6,9,Train_fc_1147.npy
1148,12,12,Train_fc_1148.npy
1149,5,6,Train_fc_1149.npy
1150,1,1,Train_fc_1150.npy
1151,8,8,Train_fc_1151.npy
1152,13,17,Train_fc_1152.npy
1153,13,12,Train_fc_1153.npy
1154,16,15,Train_fc_1154.npy
1155,9,11,Train_fc_1155.npy
1156,9,8,Train_fc_1156.npy
1157,2,6,Train_fc_1157.npy
1158,7,8,Train_fc_1158.npy
1159,16,15,Train_fc_1159.npy
1160,8,8,Train_fc_1160.npy
1161,12,12,Train_fc_1161.npy
1162,3,4,Train_fc_1162.npy
1163,15,21,Train_fc_1163.npy
1164,13,13,Train_fc_1164.npy
1165,9,9,Train_fc_1165.npy
1166,9,10,Train_fc_1166.npy
1167,0,0,Train_fc_1167.npy
1168,5,3,Train_fc_1168.npy
1169,13,16,Train_fc_1169.npy
1170,13,14,Train_fc_1170.npy
1171,12,13,Train_fc_1171.npy
1172,13,17,Train_fc_1172.npy
1173,5,5,Train_fc_1173.npy
1174,9,9,Train_fc_1174.npy
1175,13,15,Train_fc_1175.npy
1176,2,2,Train_fc_1176.npy
1177,6,7,Train_fc_1177.npy
1178,12,12,Train_fc_1178.npy
1179,6,7,Train_fc_1179.npy
1180,9,8,Train_fc_1180.npy
1181,13,13,Train_fc_1181.npy
1182,13,12,Train_fc_1182.npy
1183,3,5,Train_fc_1183.npy
1184,0,0,Train_fc_1184.npy
1185,13,14,Train_fc_1185.npy
1186,9,9,Train_fc_1186.npy
1187,11,10,Train_fc_1187.npy
1188,5,5,Train_fc_1188.npy
1189,13,13,Train_fc_1189.npy
1190,15,16,Train_fc_1190.npy
1191,5,7,Train_fc_1191.npy
1192,13,21,Train_fc_1192.npy
1193,12,13,Train_fc_1193.npy
1194,5,3,Train_fc_1194.npy
1195,13,12,Train_fc_1195.npy
1196,15,14,Train_fc_1196.npy
1197,9,9,Train_fc_1197.npy
1198,9,9,Train_fc_1198.npy
1199,2,2,Train_fc_1199.npy
1200,7,9,Train_fc_1200.npy
1201,6,4,Train_fc_1201.npy
1202,12,12,Train_fc_1202.npy
1203,6,8,Train_fc_1203.npy
1204,16,16,Train_fc_1204.npy
1205,16,14,Train_fc_1205.npy
1206,7,6,Train_fc_1206.npy
1207,15,20,Train_fc_1207.npy
1208,13,14,Train_fc_1208.npy
1209,13,13,Train_fc_1209.npy
1210,10,10,Train_fc_1210.npy
1211,11,11,Train_fc_1211.npy
1212,7,9,Train_fc_1212.npy
1213,8,6,Train_fc_1213.npy
1214,16,18,Train_fc_1214.npy
1215,13,19,Train_fc_1215.npy
1216,9,9,Train_fc_1216.npy
1217,8,8,Train_fc_1217.npy
1218,6,5,Train_fc_1218.npy
1219,2,2,Train_fc_1219.npy
1220,13,17,Train_fc_1220.npy
1221,12,12,Train_fc_1221.npy
1222,9,7,Train_fc_1222.npy
1223,10,9,Train_fc_1223.npy
1224,9,11,Train_fc_1224.npy
1225,9,11,Train_fc_1225.npy
1226,13,13,Train_fc_1226.npy
1227,16,21,Train_fc_1227.npy
1228,13,16,Train_fc_1228.npy
1229,13,17,Train_fc_1229.npy
1230,5,5,Train_fc_1230.npy
1231,1,1,Train_fc_1231.npy
1232,11,9,Train_fc_1232.npy
1233,0,0,Train_fc_1233.npy
1234,11,8,Train_fc_1234.npy
1235,13,14,Train_fc_1235.npy
1236,13,14,Train_fc_1236.npy
1237,13,18,Train_fc_1237.npy
1238,12,13,Train_fc_1238.npy
1239,13,13,Train_fc_1239.npy
1240,5,4,Train_fc_1240.npy
1241,5,4,Train_fc_1241.npy
1242,6,6,Train_fc_1242.npy
1243,13,13,Train_fc_1243.npy
1244,6,7,Train_fc_1244.npy
1245,11,11,Train_fc_1245.npy
1246,11,12,Train_fc_1246.npy
1247,15,18,Train_fc_1247.npy
1248,7,7,Train_fc_1248.npy
1249,0,0,Train_fc_1249.npy
1250,8,8,Train_fc_1250.npy
1251,11,9,Train_fc_1251.npy
1252,6,5,Train_fc_1252.npy
1253,13,11,Train_fc_1253.npy
1254,13,13,Train_fc_1254.npy
1255,13,12,Train_fc_1255.npy
1256,2,1,Train_fc_1256.npy
1257,5,5,Train_fc_1257.npy
1258,15,14,Train_fc_1258.npy
1259,13,14,Train_fc_1259.npy
1260,13,13,Train_fc_1260.npy
1261,7,6,Train_fc_1261.npy
1262,9,10,Train_fc_1262.npy
1263,12,11,Train_fc_1263.npy
1264,3,2,Train_fc_1264.npy
1265,13,14,Train_fc_1265.npy
1266,9,11,Train_fc_1266.npy
1267,6,5,Train_fc_1267.npy
1268,9,10,Train_fc_1268.npy
1269,3,2,Train_fc_1269.npy
1270,5,4,Train_fc_1270.npy
1271,13,13,Train_fc_1271.npy
1272,11,11,Train_fc_1272.npy
1273,13,12,Train_fc_1273.npy
1274,8,8,Train_fc_1274.npy
1275,9,10,Train_fc_1275.npy
1276,6,5,Train_fc_1276.npy
1277,15,15,Train_fc_1277.npy
1278,5,4,Train_fc_1278.npy
1279,2,2,Train_fc_1279.npy
1280,11,14,Train_fc_1280.npy
1281,7,8,Train_fc_1281.npy
1282,13,13,Train_fc_1282.npy
1283,13,13,Train_fc_1283.npy
1284,8,12,Train_fc_1284.npy
1285,11,11,Train_fc_1285.npy
1286,3,2,Train_fc_1286.npy
1287,6,7,Train_fc_1287.npy
1288,6,6,Train_fc_1288.npy
1289,5,5,Train_fc_1289.npy
1290,9,10,Train_fc_1290.npy
1291,12,12,Train_fc_1291.npy
1292,9,8,Train_fc_1292.npy
1293,6,6,Train_fc_1293.npy
1294,8,7,Train_fc_1294.npy
1295,7,6,Train_fc_1295.npy
1296,13,15,Train_fc_1296.npy
1297,9,9,Train_fc_1297.npy
1298,16,14,Train_fc_1298.npy
1299,13,13,Train_fc_1299.npy
1300,7,7,Train_fc_1300.npy
1301,13,16,Train_fc_1301.npy
1302,11,14,Train_fc_1302.npy
1303,13,18,Train_fc_1303.npy
1304,2,3,Train_fc_1304.npy
1305,9,9,Train_fc_1305.npy
1306,10,10,Train_fc_1306.npy
1307,7,9,Train_fc_1307.npy
1308,12,14,Train_fc_1308.npy
1309,5,5,Train_fc_1309.npy
1310,2,2,Train_fc_1310.npy
1311,9,8,Train_fc_1311.npy
1312,10,10,Train_fc_1312.npy
1313,1,1,Train_fc_1313.npy
1314,13,17,Train_fc_1314.npy
1315,5,5,Train_fc_1315.npy
1316,13,13,Train_fc_1316.npy
1317,5,4,Train_fc_1317.npy
1318,13,10,Train_fc_1318.npy
1319,10,8,Train_fc_1319.npy
1320,15,16,Train_fc_1320.npy
1321,6,5,Train_fc_1321.npy
1322,9,10,Train_fc_1322.npy
1323,13,14,Train_fc_1323.npy
1324,13,14,Train_fc_1324.npy
1325,16,15,Train_fc_1325.npy
1326,12,11,Train_fc_1326.npy
1327,7,9,Train_fc_1327.npy
1328,13,13,Train_fc_1328.npy
1329,9,9,Train_fc_1329.npy
1330,9,9,Train_fc_1330.npy
1331,15,16,Train_fc_1331.npy
1332,9,8,Train_fc_1332.npy
1333,5,5,Train_fc_1333.npy
1334,6,7,Train_fc_1334.npy
1335,13,13,Train_fc_1335.npy
1336,13,11,Train_fc_1336.npy
1337,13,15,Train_fc_1337.npy
1338,11,8,Train_fc_1338.npy
1339,15,17,Train_fc_1339.npy
1340,7,8,Train_fc_1340.npy
1341,12,12,Train_fc_1341.npy
1342,11,11,Train_fc_1342.npy
1343,5,5,Train_fc_1343.npy
1344,2,3,Train_fc_1344.npy
1345,0,0,Train_fc_1345.npy
1346,7,6,Train_fc_1346.npy
1347,13,13,Train_fc_1347.npy
1348,6,5,Train_fc_1348.npy
1349,2,1,Train_fc_1349.npy
1350,11,10,Train_fc_1350.npy
1351,2,1,Train_fc_1351.npy
1352,13,15,Train_fc_1352.npy
1353,1,1,Train_fc_1353.npy
1354,13,12,Train_fc_1354.npy
1355,6,7,Train_fc_1355.npy
1356,11,13,Train_fc_1356.npy
1357,5,8,Train_fc_1357.npy
1358,11,7,Train_fc_1358.npy
1359,11,9,Train_fc_1359.npy
1360,6,7,Train_fc_1360.npy
1361,13,11,Train_fc_1361.npy
1362,13,12,Train_fc_1362.npy
1363,12,12,Train_fc_1363.npy
1364,9,9,Train_fc_1364.npy
1365,7,6,Train_fc_1365.npy
1366,5,6,Train_fc_1366.npy
1367,13,18,Train_fc_1367.npy
1368,5,3,Train_fc_1368.npy
1369,15,13,Train_fc_1369.npy
1370,8,7,Train_fc_1370.npy
1371,9,9,Train_fc_1371.npy
1372,3,2,Train_fc_1372.npy
1373,6,6,Train_fc_1373.npy
1374,2,2,Train_fc_1374.npy
1375,12,11,Train_fc_1375.npy
1376,9,9,Train_fc_1376.npy
1377,13,16,Train_fc_1377.npy
1378,8,11,Train_fc_1378.npy
1379,3,3,Train_fc_1379.npy
1380,5,3,Train_fc_1380.npy
1381,6,9,Train_fc_1381.npy
1382,9,7,Train_fc_1382.npy
1383,3,3,Train_fc_1383.npy
1384,3,4,Train_fc_1384.npy
1385,15,15,Train_fc_1385.npy
1386,3,2,Train_fc_1386.npy
1387,5,5,Train_fc_1387.npy
1388,13,17,Train_fc_1388.npy
1389,9,9,Train_fc_1389.npy
1390,9,8,Train_fc_1390.npy
1391,8,8,Train_fc_1391.npy
1392,10,8,Train_fc_1392.npy
1393,12,12,Train_fc_1393.npy
1394,15,18,Train_fc_1394.npy
1395,3,3,Train_fc_1395.npy
1396,9,9,Train_fc_1396.npy
1397,12,9,Train_fc_1397.npy
1398,9,11,Train_fc_1398.npy
1399,13,17,Train_fc_1399.npy
1400,15,15,Train_fc_1400.npy
1401,7,8,Train_fc_1401.npy
1402,6,6,Train_fc_1402.npy
1403,11,12,Train_fc_1403.npy
1404,16,14,Train_fc_1404.npy
1405,13,13,Train_fc_1405.npy
1406,8,9,Train_fc_1406.npy
1407,11,9,Train_fc_1407.npy
1408,12,10,Train_fc_1408.npy
1409,11,12,Train_fc_1409.npy
1410,15,15,Train_fc_1410.npy
1411,12,12,Train_fc_1411.npy
1412,8,7,Train_fc_1412.npy
1413,13,12,Train_fc_1413.npy
1414,15,15,Train_fc_1414.npy
1415,10,10,Train_fc_1415.npy
1416,9,9,Train_fc_1416.npy
1417,15,16,Train_fc_1417.npy
1418,9,7,Train_fc_1418.npy
1419,13,12,Train_fc_1419.npy
1420,5,6,Train_fc_1420.npy
1421,13,12,Train_fc_1421.npy
1422,9,10,Train_fc_1422.npy
1423,6,8,Train_fc_1423.npy
1424,9,8,Train_fc_1424.npy
1425,12,10,Train_fc_1425.npy
1426,15,16,Train_fc_1426.npy
1427,11,11,Train_fc_1427.npy
1428,13,10,Train_fc_1428.npy
1429,9,13,Train_fc_1429.npy
1430,2,3,Train_fc_1430.npy
1431,6,6,Train_fc_1431.npy
1432,11,12,Train_fc_1432.npy
1433,9,8,Train_fc_1433.npy
1434,9,7,Train_fc_1434.npy
1435,11,11,Train_fc_1435.npy
1436,6,7,Train_fc_1436.npy
1437,10,9,Train_fc_1437.npy
1438,6,4,Train_fc_1438.npy
1439,9,10,Train_fc_1439.npy
1440,12,11,Train_fc_1440.npy
1441,11,10,Train_fc_1441.npy
1442,12,13,Train_fc_1442.npy
1443,2,5,Train_fc_1443.npy
1444,9,9,Train_fc_1444.npy
1445,15,16,Train_fc_1445.npy
1446,13,13,Train_fc_1446.npy
1447,7,9,Train_fc_1447.npy
1448,2,2,Train_fc_1448.npy
1449,5,6,Train_fc_1449.npy
1450,6,6,Train_fc_1450.npy
1451,13,13,Train_fc_1451.npy
1452,2,4,Train_fc_1452.npy
1453,6,6,Train_fc_1453.npy
1454,13,16,Train_fc_1454.npy
1455,12,11,Train_fc_1455.npy
1456,13,10,Train_fc_1456.npy
1457,11,10,Train_fc_1457.npy
1458,9,9,Train_fc_1458.npy
1459,11,9,Train_fc_1459.npy
1460,13,14,Train_fc_1460.npy
1461,9,6,Train_fc_1461.npy
1462,9,9,Train_fc_1462.npy
1463,7,6,Train_fc_1463.npy
1464,9,13,Train_fc_1464.npy
1465,13,13,Train_fc_1465.npy
1466,1,1,Train_fc_1466.npy
1467,3,3,Train_fc_1467.npy
1468,13,13,Train_fc_1468.npy
1469,15,19,Train_fc_1469.npy
1470,0,0,Train_fc_1470.npy
1471,9,8,Train_fc_1471.npy
1472,13,16,Train_fc_1472.npy
1473,8,9,Train_fc_1473.npy
1474,11,7,Train_fc_1474.npy
1475,12,14,Train_fc_1475.npy
1476,8,8,Train_fc_1476.npy
1477,8,6,Train_fc_1477.npy
1478,8,8,Train_fc_1478.npy
1479,15,14,Train_fc_1479.npy
1480,2,3,Train_fc_1480.npy
1481,11,9,Train_fc_1481.npy
1482,2,2,Train_fc_1482.npy
1483,9,6,Train_fc_1483.npy
1484,13,17,Train_fc_1484.npy
1485,13,11,Train_fc_1485.npy
1486,12,10,Train_fc_1486.npy
1487,3,4,Train_fc_1487.npy
1488,10,7,Train_fc_1488.npy
1489,15,14,Train_fc_1489.npy
1490,1,2,Train_fc_1490.npy
1491,15,17,Train_fc_1491.npy
1492,10,9,Train_fc_1492.npy
1493,9,10,Train_fc_1493.npy
1494,13,16,Train_fc_1494.npy
1495,13,15,Train_fc_1495.npy
1496,12,12,Train_fc_1496.npy
1497,5,4,Train_fc_1497.npy
1498,6,6,Train_fc_1498.npy
1499,2,2,Train_fc_1499.npy
1500,13,13,Train_fc_1500.npy
1501,2,2,Train_fc_1501.npy
1502,13,13,Train_fc_1502.npy
1503,13,13,Train_fc_1503.npy
1504,11,12,Train_fc_1504.npy
1505,8,9,Train_fc_1505.npy
1506,10,9,Train_fc_1506.npy
1507,8,10,Train_fc_1507.npy
1508,2,2,Train_fc_1508.npy
1509,6,5,Train_fc_1509.npy
1510,9,10,Train_fc_1510.npy
1511,12,12,Train_fc_1511.npy
1512,12,11,Train_fc_1512.npy
1513,11,11,Train_fc_1513.npy
1514,16,15,Train_fc_1514.npy
1515,16,15,Train_fc_1515.npy
1516,13,13,Train_fc_1516.npy
1517,8,7,Train_fc_1517.npy
1518,9,13,Train_fc_1518.npy
1519,9,12,Train_fc_1519.npy
1520,7,7,Train_fc_1520.npy
1521,15,19,Train_fc_1521.npy
1522,11,12,Train_fc_1522.npy
1523,12,12,Train_fc_1523.npy
1524,16,16,Train_fc_1524.npy
1525,9,10,Train_fc_1525.npy
1526,8,9,Train_fc_1526.npy
1527,10,10,Train_fc_1527.npy
1528,12,12,Train_fc_1528.npy
1529,12,14,Train_fc_1529.npy
1530,15,17,Train_fc_1530.npy
1531,3,3,Train_fc_1531.npy
1532,12,14,Train_fc_1532.npy
1533,9,10,Train_fc_1533.npy
1534,7,10,Train_fc_1534.npy
1535,3,3,Train_fc_1535.npy
1536,9,9,Train_fc_1536.npy
1537,5,5,Train_fc_1537.npy
1538,13,14,Train_fc_1538.npy
1539,10,10,Train_fc_1539.npy
1540,1,1,Train_fc_1540.npy
1541,13,12,Train_fc_1541.npy
1542,16,17,Train_fc_1542.npy
1543,6,6,Train_fc_1543.npy
1544,15,17,Train_fc_1544.npy
1545,10,10,Train_fc_1545.npy
1546,6,7,Train_fc_1546.npy
1547,7,7,Train_fc_1547.npy
1548,13,13,Train_fc_1548.npy
1549,13,10,Train_fc_1549.npy
1550,5,6,Train_fc_1550.npy
1551,3,2,Train_fc_1551.npy
1552,6,6,Train_fc_1552.npy
1553,16,15,Train_fc_1553.npy
1554,11,10,Train_fc_1554.npy
1555,9,9,Train_fc_1555.npy
1556,15,13,Train_fc_1556.npy
1557,6,7,Train_fc_1557.npy
1558,10,10,Train_fc_1558.npy
1559,5,3,Train_fc_1559.npy
1560,11,9,Train_fc_1560.npy
1561,8,7,Train_fc_1561.npy
1562,13,13,Train_fc_1562.npy
1563,12,12,Train_fc_1563.npy
1564,12,10,Train_fc_1564.npy
1565,9,8,Train_fc_1565.npy
1566,7,6,Train_fc_1566.npy
1567,12,14,Train_fc_1567.npy
1568,5,6,Train_fc_1568.npy
1569,8,10,Train_fc_1569.npy
1570,6,6,Train_fc_1570.npy
1571,9,8,Train_fc_1571.npy
1572,15,15,Train_fc_1572.npy
1573,9,10,Train_fc_1573.npy
1574,11,12,Train_fc_1574.npy
